,rownum,sno,CUI1,CUI2,lesk,vector
3885,3885,35,C2623446,C2728178,21,0.1196
3886,3886,36,C0650263,C2283931,10,0.0491
3887,3887,37,C3483179,C3727301,14,0.0531
3888,3888,38,C0313415,C3086423,8,0.0288
3889,3889,39,C2610130,C3530292,5,0.0057
3890,3890,40,C0750743,C1677379,16,0.0671
3891,3891,41,C0974910,C3118614,22,0.0458
3892,3892,42,C1031533,C2752521,71,0.2099
3893,3893,43,C0736529,C2715992,42,0.1297
3894,3894,44,C1881068,C3247665,829,0.2822
3895,3895,45,C2346279,C3657587,28,0.118
3896,3896,46,C2685469,C3783403,11,0.0579
3897,3897,47,C3386190,C3470961,7,0.0435
3898,3898,48,C0155182,C1469469,12,0.1195
3899,3899,49,C3348280,C3482406,13,0.0168
3900,3900,50,C3429755,C3777155,17,0.0613
3901,3901,51,C0668553,C3657348,46,0.0828
3902,3902,52,C1480969,C3771661,12,0.0688
3903,3903,53,C1307779,C2573243,18,0.1331
3904,3904,54,C3360434,C3433946,1,0.0771
3905,3905,55,C3035834,C3789315,4225,0.9995
3906,3906,56,C0882806,C1315617,3,0.2004
3907,3907,57,C0638497,C1480304,25,0.1721
3908,3908,58,C3115403,C3260064,5,0.1149
3909,3909,59,C0923447,C3738121,12,0.5808
3910,3910,60,C1335605,C2755602,219,0.2552
3911,3911,61,C1856204,C3760402,27,0.0773
3912,3912,62,C2327966,C2672319,9,0.0168
3913,3913,63,C0604278,C2616040,10,0.2378
3914,3914,64,C2629389,C3244977,15,0
3915,3915,65,C1189131,C3561368,7,0.018
3916,3916,66,C1351698,C3854900,1042,0.9936
3917,3917,67,C3616071,C4015324,1,0.0037
3918,3918,68,C0365967,C2572030,21,0.028
3919,3919,69,C0685896,C1851947,134,0.3975
3920,3920,0,C1222521,C2415036,5,0.0912
3921,3921,1,C1152106,C3176267,13,0.0287
3922,3922,2,C2808252,C2818740,11,0.0343
3923,3923,3,C0881621,C2200918,32,0.0841
3924,3924,4,C0628060,C1701632,24,0.1189
3925,3925,5,C0635568,C1230237,4,0.0416
3926,3926,6,C0882540,C1493332,54,0.1246
3927,3927,7,C3259872,C3369060,18,0.1287
3928,3928,8,C2799029,C3724035,11,0.078
3929,3929,9,C0687419,C3079312,13,0.1257
3930,3930,10,C0006995,C3590348,17,0.0777
3931,3931,11,C2825804,C3346212,6,0.2345
3932,3932,12,C1447740,C2000071,10,0.0198
3933,3933,13,C0139832,C3991943,6,0.0197
3934,3934,14,C3637409,C3760330,1,0.0328
3935,3935,15,C1663018,C2558700,1,0
3936,3936,16,C2796041,C3762412,10,0.0304
3937,3937,17,C0502495,C2489403,9,0.0695
3938,3938,18,C3272178,C3388440,5,0.6914
3939,3939,19,C1282862,C3236590,27,0.1242
3940,3940,20,C2286742,C3940762,10,0.0303
3941,3941,21,C1897157,C2506488,6,0.0488
3942,3942,22,C3220437,C4002655,9,0.7753
3943,3943,23,C1883814,C3846166,6,0
3944,3944,24,C1182904,C1824718,14,0.0379
3945,3945,25,C1530300,C3767705,14,0.1115
3946,3946,26,C1038165,C2300808,20,0.0505
3947,3947,27,C3221873,C3632762,1,0
3948,3948,28,C0927173,C2570811,7,0.0136
3949,3949,29,C0597264,C3257346,93,0.1694
3950,3950,30,C3739422,C3950633,4225,0.9995
3951,3951,31,C3002180,C3505622,65,0.201
3952,3952,32,C0672878,C1654498,18,0.149
3953,3953,33,C1983990,C3018801,5,0.3964
3954,3954,34,C1941821,C2732017,13,0.0763
3955,3955,35,C0617417,C4025855,39,0.1527
3956,3956,36,C0176876,C0299232,35,0.1833
3957,3957,37,C0428258,C1881397,22,0.0755
3958,3958,38,C1462912,C1888655,49,0.926
3959,3959,39,C1084267,C1551961,3,0.3361
3960,3960,40,C0815731,C3884597,29,0.0538
3961,3961,41,C1652436,C3207049,51,0.178
3962,3962,42,C1964743,C3155324,323,0.1954
3963,3963,43,C0413120,C0941963,5,0
3964,3964,44,C0377295,C0531465,1228,0.7317
3965,3965,45,C0867889,C1046369,3,0
3966,3966,46,C1615694,C3774879,24,0.0614
3967,3967,47,C0221093,C3958672,35,0.1692
3968,3968,48,C3025162,C4007791,11,0.0317
3969,3969,49,C0359131,C1931466,8,0.0581
3970,3970,50,C0595413,C3422401,5,0
3971,3971,51,C1881507,C2931738,50,0.1698
3972,3972,52,C0488326,C2276085,14,0.1303
3973,3973,53,C2396664,C2754113,13,0.0533
3974,3974,54,C1483125,C3722372,1024,0.9347
3975,3975,55,C0165560,C0532880,1238,0.4151
3976,3976,56,C1929585,C2723665,17,0
3977,3977,57,C3169696,C3966430,23,0.0898
3978,3978,58,C3127275,C3899417,6,0.0156
3979,3979,59,C0064965,C1194066,9,0.0535
3980,3980,60,C3353370,C3362644,4225,0.9995
3981,3981,61,C0591235,C3740707,12,0.0598
3982,3982,62,C1835010,C2246410,152,0.1236
3983,3983,63,C2663620,C3021900,14,0.0273
3984,3984,64,C1378533,C3053866,16,0.0768
3985,3985,65,C0250432,C0680831,22,0.1159
3986,3986,66,C2328109,C2948681,4,0
3987,3987,67,C1193472,C3055946,0,0.0904
3988,3988,68,C0196852,C1641887,1,0.2175
3989,3989,69,C1572476,C3935804,7,0.0609
3990,3990,0,C1267151,C1676172,13,0.0509
3991,3991,1,C2583513,C2653333,9,0
3992,3992,2,C1570602,C2792425,38,0.1186
3993,3993,3,C3074890,C3409480,4225,0.9995
3994,3994,4,C3425691,C3484561,26,0.0595
3995,3995,5,C0713107,C2463026,7,0
3996,3996,6,C1421784,C3042925,12,0.0344
3997,3997,7,C1678822,C2537875,10,0.0997
3998,3998,8,C1197310,C2357648,2,0.3364
3999,3999,9,C0994549,C2242946,13,0.6238
4000,4000,10,C2307084,C3265140,1,0.0197
4001,4001,11,C2758210,C3426246,25,0.2715
4002,4002,12,C2358012,C2767654,9,0.2538
4003,4003,13,C0038588,C3976814,38,0.2847
4004,4004,14,C0914110,C3370128,7,0.0468
4005,4005,15,C0504600,C1910946,9,0.0524
4006,4006,16,C2540870,C2816854,4,0.0741
4007,4007,17,C1569484,C3503644,23,0.0294
4008,4008,18,C2514387,C3630102,5,0.0102
4009,4009,19,C0818544,C3731048,10,0.102
4010,4010,20,C1872613,C3587317,13,0.0313
4011,4011,21,C0971977,C1946983,0,0
4012,4012,22,C1710074,C3564561,18,0.3772
4013,4013,23,C1824810,C2612749,26,0.059
4014,4014,24,C0059384,C3751628,18,0.0878
4015,4015,25,C2468007,C3762551,5,0.0497
4016,4016,26,C1289706,C1701866,18,0.2215
4017,4017,27,C1013374,C1894928,4225,1
4018,4018,28,C3178622,C3429106,11,0.0475
4019,4019,29,C3320864,C3359641,11,0.0317
4020,4020,30,C2357230,C2945406,8,0.0062
4021,4021,31,C1835278,C2656970,6,0.033
4022,4022,32,C0692687,C1334160,112,0.075
4023,4023,33,C1979089,C3180073,120,0.209
4024,4024,34,C0498432,C3257883,4,0.0146
4025,4025,35,C3022884,C3111952,4229,1
4026,4026,36,C1257074,C2427947,13,0.0618
4027,4027,37,C0671569,C0930994,11,0.1014
4028,4028,38,C1604987,C1911875,12,0
4029,4029,39,C1621755,C2702032,24,0.2247
4030,4030,40,C0709655,C2485780,5,0.0108
4031,4031,41,C0801545,C1040801,27,0.0861
4032,4032,42,C1057072,C4000457,7,0.0838
4033,4033,43,C2536617,C3086741,1,0
4034,4034,44,C3348661,C3890725,26,0.0995
4035,4035,45,C1498801,C2453176,5,0.005
4036,4036,46,C3607798,C3803585,1,0.0326
4037,4037,47,C1847379,C2935250,16,0.0835
4038,4038,48,C2779993,C3273902,6,0.2662
4039,4039,49,C0035186,C1204444,22,0.0612
4040,4040,50,C1028176,C1095294,9,0.7563
4041,4041,51,C0530788,C1878551,52,0.2542
4042,4042,52,C2377097,C3978624,5,0.0764
4043,4043,53,C1843542,C2390008,14,0.1405
4044,4044,54,C1465689,C3211651,22,0.1476
4045,4045,55,C1946428,C2431646,5,0.0491
4046,4046,56,C1358397,C2285342,8,0
4047,4047,57,C0770232,C1633356,32,0.0625
4048,4048,58,C1429407,C3432527,22,0.0301
4049,4049,59,C1645727,C3978556,17,0.2201
4050,4050,60,C1186192,C1928535,34,0.15
4051,4051,61,C1289096,C4022237,7,0.0221
4052,4052,62,C1941937,C3465585,25,0.1824
4053,4053,63,C1421527,C2547934,22,0.0795
4054,4054,64,C0482321,C3595532,29,0.2407
4055,4055,65,C1669747,C1673594,10,0.0304
4056,4056,66,C1018191,C3779147,10,0.0304
4057,4057,67,C1688168,C3549078,20,0.0094
4058,4058,68,C1213480,C1214363,12,0.0266
4059,4059,69,C2406856,C2733911,29,0.0324
4060,4060,0,C0772461,C1282779,11,0.1009
4061,4061,1,C0610120,C0932004,18,0.003
4062,4062,2,C1512688,C3068895,9,0.3343
4063,4063,3,C2408377,C2926565,12,0.5178
4064,4064,4,C0797657,C3383665,28,0.0825
4065,4065,5,C1233507,C1926638,1,0.0297
4066,4066,6,C0693739,C3962210,1,0.098
4067,4067,7,C1938899,C3598560,4,0
4068,4068,8,C1240500,C1676938,3,0
4069,4069,9,C2001651,C3394717,14,0
4070,4070,10,C1944159,C3576393,10,0.0303
4071,4071,11,C2712870,C3949674,1,0
4072,4072,12,C2983746,C3928150,13,0.0579
4073,4073,13,C0697873,C3089272,28,0.1475
4074,4074,14,C1144837,C1642105,0,0.0057
4075,4075,15,C2611924,C3060605,35,0.1299
4076,4076,16,C1412969,C2279192,1,0.0146
4077,4077,17,C2669426,C3904444,1060,0.9984
4078,4078,18,C3177080,C3540285,4,0.0786
4079,4079,19,C0558354,C3474921,38,0.1441
4080,4080,20,C3383250,C3858452,16,0.0391
4081,4081,21,C1231672,C3700846,27,0.09
4082,4082,22,C2810123,C3763914,3,0.0628
4083,4083,23,C0231274,C1464082,12,0.0209
4084,4084,24,C1149061,C2638560,16,0.5886
4085,4085,25,C0152219,C2824985,37,0.4034
4086,4086,26,C1680900,C2727940,1,0.1168
4087,4087,27,C2962710,C3136696,8,0
4088,4088,28,C0833748,C2622847,8,0.2354
4089,4089,29,C1638277,C2626885,26,0.0665
4090,4090,30,C0759489,C2448369,10,0.1516
4091,4091,31,C1935736,C3055271,11,0.0292
4092,4092,32,C0678889,C3263248,218,0.1949
4093,4093,33,C2240714,C4042472,2,0.0836
4094,4094,34,C1051967,C2512226,3,0.0439
4095,4095,35,C3107715,C3328131,60,0.3338
4096,4096,36,C0087461,C1340956,29,0.0541
4097,4097,37,C0608309,C2687407,14,0.0814
4098,4098,38,C2276971,C2549861,11,0.0256
4099,4099,39,C0285357,C0866782,15,0.1924
4100,4100,40,C1911356,C2551463,4,0.0681
4101,4101,41,C1417497,C3357500,16,0.0594
4102,4102,42,C1826270,C4005511,11,0.0094
4103,4103,43,C2993771,C3002997,7,0.018
4104,4104,44,C0076659,C1309184,30,0.0215
4105,4105,45,C3467733,C3698883,14,0.0133
4106,4106,46,C2676726,C3752779,6,0.0364
4107,4107,47,C2290528,C2686924,6,0.066
4108,4108,48,C1520215,C3948562,32,0.9583
4109,4109,49,C3778552,C3782854,1,0.0328
4110,4110,50,C1199861,C3401181,7,0.0176
4111,4111,51,C0795433,C2324196,7,0.0031
4112,4112,52,C0401276,C3750801,26,0.4161
4113,4113,53,C1908113,C3714837,16,0.1289
4114,4114,54,C0724184,C1046388,16,0.5421
4115,4115,55,C3081800,C3412891,2,0.0364
4116,4116,56,C1251534,C1824382,10,0.0516
4117,4117,57,C0892572,C2386503,8,0.0153
4118,4118,58,C1225400,C2809514,36,0.4243
4119,4119,59,C0573261,C3913881,1,0
4120,4120,60,C1989358,C2346488,13,0.138
4121,4121,61,C0881664,C2536800,31,0.0677
4122,4122,62,C1022631,C1466451,0,0.0816
4123,4123,63,C0355287,C3060325,1,0
4124,4124,64,C0635265,C2794845,18,0.3154
4125,4125,65,C0951654,C3248524,13,0.1812
4126,4126,66,C1956466,C2743760,852,0.8049
4127,4127,67,C0606542,C1064113,3,0
4128,4128,68,C2630618,C3569749,1090,0.8919
4129,4129,69,C1251299,C1251411,1045,0.2239
4130,4130,0,C1328231,C1433197,20,0.1303
4131,4131,1,C2527279,C3045519,5,0.0518
4132,4132,2,C0366403,C2331134,17,0.0435
4133,4133,3,C1065094,C1852396,31,0.4914
4134,4134,4,C1142771,C1527114,11,0.1227
4135,4135,5,C2744398,C3996277,6,0
4136,4136,6,C2695397,C2934683,7,0.0309
4137,4137,7,C0281744,C3482511,109,0.2645
4138,4138,8,C0225824,C0722145,22,0.1672
4139,4139,9,C1373020,C3152093,21,0.1132
4140,4140,10,C2548684,C2651151,5,0.0495
4141,4141,11,C2245519,C3699886,263,0.217
4142,4142,12,C0740032,C1466901,1,0.0124
4143,4143,13,C1383857,C3324648,14,0.0279
4144,4144,14,C1370086,C2264393,7,0
4145,4145,15,C2347744,C3574831,14,0.5928
4146,4146,16,C3216840,C3804261,21,0.0469
4147,4147,17,C1186534,C3928365,12,0.7081
4148,4148,18,C2498103,C3975905,5,0.0487
4149,4149,19,C0940749,C1368182,1,0
4150,4150,20,C3253830,C3957274,7,0.0968
4151,4151,21,C0193603,C3223086,22,0.0027
4152,4152,22,C0028881,C2490512,15,0.1434
4153,4153,23,C1911932,C3580546,24,0.9885
4154,4154,24,C1272049,C2313394,1,0.0079
4155,4155,25,C0176478,C1463681,21,0.1563
4156,4156,26,C2340273,C3893918,59,0.2088
4157,4157,27,C0015317,C4046476,2,0.1643
4158,4158,28,C2356962,C2561784,17,0.1443
4159,4159,29,C2954055,C3416687,7,0
4160,4160,30,C0648355,C3429342,28,0.5331
4161,4161,31,C1547077,C3365232,0,0
4162,4162,32,C3033697,C3930597,7,0.0179
4163,4163,33,C0997813,C3078940,4225,0.9995
4164,4164,34,C2287337,C2299524,72,0.4665
4165,4165,35,C0887081,C3619706,25,0.4271
4166,4166,36,C1865478,C2819196,26,0.0665
4167,4167,37,C0532055,C3039602,20,0.2192
4168,4168,38,C0387832,C1552650,10,0.0188
4169,4169,39,C0341221,C3999423,12,0.0777
4170,4170,40,C0192365,C1663828,4,0.0422
4171,4171,41,C0580156,C2542919,22,0.0808
4172,4172,42,C0601718,C3535623,1249,0.1614
4173,4173,43,C0064000,C3269722,7,0
4174,4174,44,C0819179,C1644281,7,0.3404
4175,4175,45,C1676980,C2993337,24,0.9885
4176,4176,46,C2280572,C2671183,14,0.303
4177,4177,47,C0640330,C1999320,1235,0.2899
4178,4178,48,C0735309,C1032611,12,0.1065
4179,4179,49,C1026652,C1490507,37,0.333
4180,4180,50,C3365726,C3491420,1,0
4181,4181,51,C2565775,C3946693,5,0.0521
4182,4182,52,C1029246,C1717021,14,0.0172
4183,4183,53,C3204643,C3275749,12,0.0632
4184,4184,54,C3000061,C3999372,59,0.668
4185,4185,55,C1498313,C2610782,55,0.1107
4186,4186,56,C1603082,C2798417,10,0
4187,4187,57,C0272182,C3277604,23,0.0668
4188,4188,58,C1049633,C1431359,13,0.0262
4189,4189,59,C0892273,C1915007,13,0
4190,4190,60,C0881592,C2782986,1,0.1107
4191,4191,61,C1210670,C1514086,10,0.254
4192,4192,62,C2821475,C3442146,24,0.9885
4193,4193,63,C1309667,C2795992,20,0.7023
4194,4194,64,C0423995,C1150951,24,0.0066
4195,4195,65,C0610193,C2782328,25,0.0071
4196,4196,66,C0014136,C3593487,5,0.264
4197,4197,67,C1937566,C2684660,2,0
4198,4198,68,C1627942,C3722622,1,0.1128
4199,4199,69,C0442647,C3991344,2,0
4200,4200,0,C0825138,C0949297,18,0.0891
4201,4201,1,C2814983,C3252607,14,0.1153
4202,4202,2,C1499605,C3569863,1,0.0326
4203,4203,3,C1738871,C4016576,23,0.2394
4204,4204,4,C0484355,C3063510,18,0.1742
4205,4205,5,C1128287,C3050698,18,0.136
4206,4206,6,C2749378,C2949757,19,0.1395
4207,4207,7,C1304951,C3779143,12,0.75
4208,4208,8,C0640573,C4037746,90,0.5463
4209,4209,9,C1568075,C1999667,851,0.6265
4210,4210,10,C2484479,C3134031,11,0.0446
4211,4211,11,C1570080,C4007836,12,0.0061
4212,4212,12,C0832401,C3714554,2,0
4213,4213,13,C1829997,C2974557,20,0.1392
4214,4214,14,C0807115,C1051289,3,0
4215,4215,15,C0062499,C1722472,3447,0.2673
4216,4216,16,C3371029,C3994868,11,0.0317
4217,4217,17,C1924230,C3713239,5,0
4218,4218,18,C1013983,C1464854,17,0.169
4219,4219,19,C1854577,C3003509,15,0.0958
4220,4220,20,C3742015,C3826713,3,0.6243
4221,4221,21,C2920346,C3275111,444,0.2276
4222,4222,22,C1716939,C2336114,29,0.1207
4223,4223,23,C1649613,C3923381,1,0
4224,4224,24,C0045106,C3219584,67,0.0829
4225,4225,25,C2768524,C3054252,18,0.0342
4226,4226,26,C0003893,C3341771,27,0.295
4227,4227,27,C0312062,C0952496,21,0.0487
4228,4228,28,C1996398,C2687327,10,0.0694
4229,4229,29,C1186634,C2637116,2,0.2996
4230,4230,30,C3233500,C3407439,17,0.0345
4231,4231,31,C0796238,C3619825,11,0
4232,4232,32,C3098420,C3562353,80,0.4347
4233,4233,33,C0930173,C3829589,14,0
4234,4234,34,C0258871,C1100397,156,0.2093
4235,4235,35,C0606798,C1007922,9,0.0533
4236,4236,36,C1517892,C3986624,13,0.0962
4237,4237,37,C0888106,C1146261,14,0.0296
4238,4238,38,C0149600,C3717984,2,0.3208
4239,4239,39,C2260195,C2265865,12,0.1158
4240,4240,40,C0664078,C2530081,18,0.148
4241,4241,41,C0296737,C3443349,4,0.7928
4242,4242,42,C0654931,C3957562,13,0.0579
4243,4243,43,C1122519,C1455597,34,0.099
4244,4244,44,C3050636,C3711796,62,0.2985
4245,4245,45,C2268178,C3027296,7,0.0179
4246,4246,46,C1002668,C2774965,20,0.135
4247,4247,47,C2822291,C2932726,0,0
4248,4248,48,C2674509,C3206463,23,0.0077
4249,4249,49,C0607914,C1215900,16,0.0789
4250,4250,50,C1122760,C1491865,13,0.1241
4251,4251,51,C0438695,C1867572,3,0.0608
4252,4252,52,C1082188,C3589128,14,0.6818
4253,4253,53,C1481734,C2477138,20,0.0673
4254,4254,54,C0944419,C1538771,40,0.1211
4255,4255,55,C0723810,C3974439,52,0.0724
4256,4256,56,C0127949,C1650227,11,0.0459
4257,4257,57,C1879257,C2474816,24,0.107
4258,4258,58,C0505479,C4010083,2,0.3126
4259,4259,59,C2580389,C3086573,7,0.0918
4260,4260,60,C1036566,C3549618,6,0.0129
4261,4261,61,C0164818,C2569104,16,0.1039
4262,4262,62,C3445832,C3952718,12,0.0418
4263,4263,63,C0830415,C3915348,12,0.7012
4264,4264,64,C1059363,C3336336,11,0.0926
4265,4265,65,C2288091,C2577972,5,0.0495
4266,4266,66,C1270330,C2558445,10,0.0677
4267,4267,67,C2582270,C3718836,5,0.0627
4268,4268,68,C1174833,C2689571,7,0.0166
4269,4269,69,C3654345,C3953938,2,0.11
4270,4270,0,C2381648,C3693167,24,0.0614
4271,4271,1,C3210159,C3695487,17,0.0359
4272,4272,2,C2778287,C3749519,1030,0.9899
4273,4273,3,C0540664,C4019148,13,0.0304
4274,4274,4,C0933508,C1662367,0,0
4275,4275,5,C2350898,C3415443,22,0.0185
4276,4276,6,C1984136,C2742050,3,0.0058
4277,4277,7,C3450604,C3799617,7,0.018
4278,4278,8,C2306050,C3110563,4225,0.9995
4279,4279,9,C0932539,C3253606,14,0.1816
4280,4280,10,C0531379,C2941284,15,0.0677
4281,4281,11,C0641437,C2298775,1,0.0223
4282,4282,12,C2386285,C3962314,9,0.0599
4283,4283,13,C2625107,C3238308,1,0
4284,4284,14,C0798696,C1973923,104,0.4568
4285,4285,15,C2664448,C3489438,11,0.006
4286,4286,16,C2823357,C3177972,17,0.1331
4287,4287,17,C1741226,C2545592,11,0.1368
4288,4288,18,C0952201,C4035408,19,0.1474
4289,4289,19,C1551541,C3900554,3,0.1335
4290,4290,20,C3734510,C4018665,1,0
4291,4291,21,C3178559,C3321073,25,0.0129
4292,4292,22,C0168928,C2933811,1264,0.2912
4293,4293,23,C1195332,C3820201,7,0
4294,4294,24,C0157230,C3848156,29,0.1712
4295,4295,25,C1955383,C2934691,3,0.1208
4296,4296,26,C1891903,C2246713,26,0.1451
4297,4297,27,C0261362,C3568301,3,0.0671
4298,4298,28,C0063001,C2643168,13,0.1238
4299,4299,29,C0721730,C3565719,32,0.2431
4300,4300,30,C2974424,C3912237,8,0.0613
4301,4301,31,C1424049,C1517975,27,0.1372
4302,4302,32,C1055315,C3163164,1,0
4303,4303,33,C1213881,C2612174,17,0.4916
4304,4304,34,C2978576,C3391265,9,0
4305,4305,35,C1628401,C3377140,17,0.0552
4306,4306,36,C1441313,C2543462,8,0.006
4307,4307,37,C1004162,C1941197,21,0.0291
4308,4308,38,C0733107,C1005215,15,0
4309,4309,39,C1675457,C3120839,4226,1
4310,4310,40,C0292087,C3386691,26,0.2178
4311,4311,41,C1239818,C2443364,10,0.0141
4312,4312,42,C2818296,C3587785,15,0.1073
4313,4313,43,C1519056,C3893680,37,0.1723
4314,4314,44,C3541003,C3741740,5,0.0151
4315,4315,45,C2677372,C3117165,10,0.0489
4316,4316,46,C1464550,C3764857,11,0.0293
4317,4317,47,C0164665,C1436385,29,0.0782
4318,4318,48,C2411929,C3175355,7,0.0427
4319,4319,49,C2768104,C3482521,16,0.1279
4320,4320,50,C3713845,C3847760,1225,0.2572
4321,4321,51,C2362776,C2567021,9,0.0798
4322,4322,52,C0542187,C0882324,41,0.1438
4323,4323,53,C1037247,C3730424,0,0.0806
4324,4324,54,C2764147,C3431310,5,0
4325,4325,55,C3230011,C3443448,13,0
4326,4326,56,C1555101,C3899476,9,0.1058
4327,4327,57,C0618040,C1064938,12,0.1596
4328,4328,58,C0227363,C1474995,6,0.1618
4329,4329,59,C0935746,C3279485,88,0.3249
4330,4330,60,C0453263,C2474927,10,0.0364
4331,4331,61,C1468856,C3068643,1090,0.8919
4332,4332,62,C1628933,C3742135,11,0.0303
4333,4333,63,C0229002,C3571334,30,0.1621
4334,4334,64,C1495639,C3729429,13,0.0725
4335,4335,65,C0666948,C0710981,30,0.0287
4336,4336,66,C3116565,C4000213,11,0.0317
4337,4337,67,C2562456,C2778979,6,0.059
4338,4338,68,C1567147,C2630735,21,0.0659
4339,4339,69,C2522724,C3905278,6,0.045
4340,4340,0,C2936327,C3100054,31,0.2185
4341,4341,1,C0998004,C3221794,15,0
4342,4342,2,C3882626,C3994313,34,0.4894
4343,4343,3,C0138826,C2365502,41,0.0709
4344,4344,4,C0634715,C3793821,19,0.0474
4345,4345,5,C1638570,C2659950,17,0.0998
4346,4346,6,C1674207,C3256098,15,0.1103
4347,4347,7,C1637003,C3780686,4225,0.9995
4348,4348,8,C1000336,C3011222,15,0.5362
4349,4349,9,C1815514,C3055287,3,0.0083
4350,4350,10,C1183221,C3011682,12,0.4458
4351,4351,11,C1973095,C3311324,11,0.0706
4352,4352,12,C3215189,C3897204,44,0.2614
4353,4353,13,C1011616,C2810778,7,0
4354,4354,14,C0013885,C2973249,116,0.1188
4355,4355,15,C0925141,C1191544,4,0
4356,4356,16,C0065015,C3275052,42,0.1582
4357,4357,17,C2323894,C3600211,12,0.2827
4358,4358,18,C3112802,C3238417,15,0
4359,4359,19,C1980100,C3060496,25,0.1567
4360,4360,20,C1216620,C3244852,25,0.1961
4361,4361,21,C3713436,C3795253,21,0.164
4362,4362,22,C1880476,C3540753,134,0.2098
4363,4363,23,C2438260,C2800520,5,0.0626
4364,4364,24,C0244499,C3221528,9,0
4365,4365,25,C2549850,C3095917,5,0.0102
4366,4366,26,C1432842,C3923804,12,0.1009
4367,4367,27,C0222223,C2917496,32,0
4368,4368,28,C0055530,C0330153,119,0.0734
4369,4369,29,C0322667,C3905183,1,0.0326
4370,4370,30,C2698730,C3441233,9,0.829
4371,4371,31,C0957108,C2565614,2,0
4372,4372,32,C1709260,C3045083,16,0.076
4373,4373,33,C0530617,C3611267,6,0.0876
4374,4374,34,C2983101,C3979570,7,0.2829
4375,4375,35,C2813911,C3627776,7,0.018
4376,4376,36,C0823591,C3951441,12,0.7047
4377,4377,37,C3430492,C3698676,23,0.0724
4378,4378,38,C0190165,C3272392,233,0.1136
4379,4379,39,C2513243,C2662502,11,0.0333
4380,4380,40,C1215704,C2565607,5,0.0651
4381,4381,41,C1557073,C3028536,15,0.1123
4382,4382,42,C1087169,C1531357,25,0.2333
4383,4383,43,C0893429,C1555499,17,0.0575
4384,4384,44,C1880940,C3404502,30,0.3555
4385,4385,45,C3095492,C3496910,28,0.1317
4386,4386,46,C2564836,C3783500,8,0.0263
4387,4387,47,C3038749,C3423265,7,0.0179
4388,4388,48,C1568506,C1705296,20,0.2013
4389,4389,49,C2443713,C3541025,12,0.1203
4390,4390,50,C0669269,C1923514,6,0.077
4391,4391,51,C1245486,C1510781,3,0
4392,4392,52,C1705392,C2689632,23,0.1849
4393,4393,53,C1474713,C2786890,4,0.0096
4394,4394,54,C1851785,C2263686,8,0.1156
4395,4395,55,C2312548,C3988335,17,0.0271
4396,4396,56,C0552166,C3842034,48,0.2258
4397,4397,57,C0029610,C1853720,47,0.2958
4398,4398,58,C0429543,C1903242,13,0
4399,4399,59,C1033028,C3955208,11,0
4400,4400,60,C0792886,C1488354,18,0.0075
4401,4401,61,C3537235,C3726607,20,0.2032
4402,4402,62,C1212681,C1568653,10,0
4403,4403,63,C3552866,C3886419,40,0.0299
4404,4404,64,C1702620,C2823093,11,0
4405,4405,65,C0368415,C3800436,15,0.254
4406,4406,66,C1147605,C4000577,17,0.0284
4407,4407,67,C1261118,C1850245,21,0.4111
4408,4408,68,C2636861,C3447048,37,0.5915
4409,4409,69,C2397507,C3329097,10,0.0545
4410,4410,0,C0455880,C3379125,14,0
4411,4411,1,C1136024,C3238423,15,0
4412,4412,2,C1683850,C3013534,6,0.039
4413,4413,3,C1483017,C2677124,19,0.0635
4414,4414,4,C1215028,C1611184,37,0.17
4415,4415,5,C3035215,C3963007,21,0.0522
4416,4416,6,C0117436,C3924190,6,0.0532
4417,4417,7,C0720173,C3031552,20,0.138
4418,4418,8,C3586481,C3981940,17,0.1265
4419,4419,9,C2429115,C3433655,11,0.0251
4420,4420,10,C1568142,C2937430,21,0.0391
4421,4421,11,C1052879,C1146172,15,0
4422,4422,12,C2460310,C3391488,7,0.0187
4423,4423,13,C1092150,C1650792,9,0.7235
4424,4424,14,C1491309,C2822044,36,0.5736
4425,4425,15,C1207432,C1644229,8,0.0383
4426,4426,16,C1823801,C3730205,10,0.032
4427,4427,17,C0658031,C0834890,20,0.085
4428,4428,18,C1007339,C2478962,4,0.0698
4429,4429,19,C2460814,C2734591,15,0.2947
4430,4430,20,C0782791,C3576555,1,0.0731
4431,4431,21,C0208884,C2658195,6,0.044
4432,4432,22,C0344211,C3481872,239,0.1457
4433,4433,23,C1984956,C3730950,49,0.4761
4434,4434,24,C2249475,C2674544,8,0.0714
4435,4435,25,C0614224,C2530771,19,0.0835
4436,4436,26,C3444534,C4021914,12,0.0425
4437,4437,27,C1058995,C1077767,24,0.9894
4438,4438,28,C1628739,C3964195,22,0.3522
4439,4439,29,C2490069,C4020823,17,0.0777
4440,4440,30,C2670322,C2934304,14,0.3618
4441,4441,31,C2494672,C2761184,12,0.0601
4442,4442,32,C1033286,C1873101,16,0.2313
4443,4443,33,C1718031,C3220240,6,0.0673
4444,4444,34,C0924441,C3327268,2,0.2814
4445,4445,35,C0678629,C2521937,22,0.0441
4446,4446,36,C1842608,C3596603,5,0.0327
4447,4447,37,C0096974,C0952471,1225,0.7622
4448,4448,38,C3042991,C3978933,22,0.0592
4449,4449,39,C1084683,C3041357,4,0.0096
4450,4450,40,C2531332,C2793221,8,0.078
4451,4451,41,C0137998,C4043453,8,0.2667
4452,4452,42,C0521196,C0642734,35,0.1304
