,rownum,sno,CUI1,CUI2,lesk,vector
4453,4453,43,C2546743,C3930627,3,0.0792
4454,4454,44,C0338090,C3041142,33,0.2649
4455,4455,45,C2457015,C3656120,9,0.0166
4456,4456,46,C0979785,C1742151,37,0.16
4457,4457,47,C3095138,C3980400,18,0.0342
4458,4458,48,C0486255,C2464048,33,0.025
4459,4459,49,C1718828,C3928017,8,0.1185
4460,4460,50,C2414828,C3942372,11,0.1917
4461,4461,51,C1357416,C3120321,15,0
4462,4462,52,C0045076,C3541365,1887,0.2563
4463,4463,53,C0996232,C2642418,12,0.1109
4464,4464,54,C0656144,C3653451,701,0.2649
4465,4465,55,C1931485,C3349337,5,0.0545
4466,4466,56,C2301788,C2381023,11,0.1053
4467,4467,57,C0966967,C1506963,1257,0.2867
4468,4468,58,C0261704,C2811149,2,0
4469,4469,59,C2427251,C3367686,7,0.0445
4470,4470,60,C1216897,C1862925,12,0.0251
4471,4471,61,C1063773,C2451081,1,0
4472,4472,62,C0797736,C1924618,39,0.3215
4473,4473,63,C2289403,C4023907,66,0.2835
4474,4474,64,C2751672,C3778455,10,0.163
4475,4475,65,C1026771,C3974050,18,0.1748
4476,4476,66,C0619700,C2355620,14,0.0258
4477,4477,67,C1002322,C1222224,1024,1
4478,4478,68,C1923420,C3256221,12,0.0859
4479,4479,69,C0054673,C0998038,24,0.1991
4480,4480,0,C1721740,C3180260,35,0.0253
4481,4481,1,C0710785,C1196946,35,0.0544
4482,4482,2,C2561389,C3482793,22,0.2378
4483,4483,3,C1552344,C3569304,1,0.0439
4484,4484,4,C3712590,C3824346,7,0
4485,4485,5,C1227219,C2468179,3,0.0809
4486,4486,6,C0297296,C2261349,12,0.1083
4487,4487,7,C1364771,C3801675,13,0
4488,4488,8,C2472732,C3569797,5,0.0495
4489,4489,9,C1175590,C2348246,12,0.0424
4490,4490,10,C2240672,C3350770,1,0
4491,4491,11,C2626488,C3816126,10,0.0432
4492,4492,12,C0608237,C1034508,12,0.0794
4493,4493,13,C1029953,C1078001,12,0.0273
4494,4494,14,C0928208,C1890338,2,0.2582
4495,4495,15,C0261855,C3895709,3,0
4496,4496,16,C0372370,C1002153,5,0.0423
4497,4497,17,C2526075,C2670471,1,0
4498,4498,18,C0104750,C1987962,1801,0.6429
4499,4499,19,C0047772,C3744526,15,0.0774
4500,4500,20,C2509547,C3147265,9,0.1273
4501,4501,21,C0504412,C3936285,12,0.2711
4502,4502,22,C1067735,C1886450,6,0
4503,4503,23,C2501653,C3433842,1,0
4504,4504,24,C0054539,C2685814,11,0.0117
4505,4505,25,C2676044,C3944223,6,0.0494
4506,4506,26,C1093360,C3252670,18,0.0389
4507,4507,27,C3208097,C3418027,4,0.7501
4508,4508,28,C3098809,C3436969,13,0.0303
4509,4509,29,C0689679,C0820146,10,0.0085
4510,4510,30,C1239573,C2985931,13,0
4511,4511,31,C0649548,C1977654,14,0.1541
4512,4512,32,C1005090,C3278492,27,0.1221
4513,4513,33,C3614582,C3932506,2,0.0869
4514,4514,34,C3946560,C4026677,8,0
4515,4515,35,C3276030,C3700020,22,0.0773
4516,4516,36,C2353430,C3038725,22,0.0684
4517,4517,37,C1025287,C2765936,4225,1
4518,4518,38,C2288934,C3929073,36,0.5327
4519,4519,39,C0113187,C3309799,13,0.0939
4520,4520,40,C0074880,C3119959,28,0.3464
4521,4521,41,C1500096,C1646838,14,0.0268
4522,4522,42,C1901570,C2449121,6,0.0608
4523,4523,43,C1711906,C2819794,16,0.1468
4524,4524,44,C2360629,C2618146,12,0.1799
4525,4525,45,C2384635,C3558592,8,0.0582
4526,4526,46,C1130162,C1290807,34,0.1185
4527,4527,47,C2360810,C3395079,6,0.0493
4528,4528,48,C1329704,C3091245,15,0.0057
4529,4529,49,C3132837,C4011191,5,0.062
4530,4530,50,C0807893,C3585037,6,0
4531,4531,51,C0162738,C3016995,23,0.1324
4532,4532,52,C2712770,C3660653,19,0.1253
4533,4533,53,C2265880,C2334238,21,0.2551
4534,4534,54,C3493570,C4025966,63,0.1674
4535,4535,55,C1904021,C2544821,3,0.0654
4536,4536,56,C2779706,C3426603,24,0.9894
4537,4537,57,C0496922,C3603411,20,0.2399
4538,4538,58,C3842059,C3933274,19,0.064
4539,4539,59,C1604755,C3592935,8,0
4540,4540,60,C1305025,C3161335,19,0.2156
4541,4541,61,C2393072,C3103028,1,0
4542,4542,62,C0927199,C1618848,29,0.077
4543,4543,63,C2339933,C2405477,10,0.0719
4544,4544,64,C1012638,C2777188,20,0.0505
4545,4545,65,C0872181,C2794469,14,0.1415
4546,4546,66,C0029577,C2436688,47,0.0844
4547,4547,67,C3158928,C3756919,6,0.044
4548,4548,68,C1131501,C2326073,13,0.1376
4549,4549,69,C1101316,C2351074,1227,0.6351
4550,4550,0,C1144120,C3241520,23,0.0921
4551,4551,1,C0221332,C1433005,69,0.2888
4552,4552,2,C2766668,C3411574,7,0.0992
4553,4553,3,C2513825,C3811231,10,0.0284
4554,4554,4,C1195554,C3733284,1,0
4555,4555,5,C2979214,C3796813,10,0.0428
4556,4556,6,C3496827,C3550342,99,0.2407
4557,4557,7,C1688116,C3157771,9,0.0079
4558,4558,8,C1898853,C1925851,7,0.018
4559,4559,9,C1592684,C4009270,12,0
4560,4560,10,C2984688,C3216083,13,0.0308
4561,4561,11,C2499053,C3064718,5,0.0432
4562,4562,12,C1576340,C3845476,12,0.1091
4563,4563,13,C1309966,C2348185,20,0.4297
4564,4564,14,C3399970,C3582822,13,0.029
4565,4565,15,C0905614,C3561194,16,0.1103
4566,4566,16,C1599790,C1964781,1025,0.1955
4567,4567,17,C0935462,C3101804,5,0
4568,4568,18,C1622423,C3470071,5,0.15
4569,4569,19,C2657317,C2943786,5,0.0219
4570,4570,20,C1723429,C2824242,19,0.0661
4571,4571,21,C0051829,C3982732,1,0.0083
4572,4572,22,C1540174,C3855804,24,0.0569
4573,4573,23,C2247307,C3621668,13,0.0231
4574,4574,24,C2742509,C3798555,33,0.3487
4575,4575,25,C2362859,C3059798,1,0.007
4576,4576,26,C0913494,C1607876,22,0.0595
4577,4577,27,C0655835,C3918045,14,0.0648
4578,4578,28,C0123649,C3398418,6,0
4579,4579,29,C2775426,C3246966,5,0.0312
4580,4580,30,C0251954,C3274942,8,0.1055
4581,4581,31,C3424454,C3995295,24,0.9885
4582,4582,32,C3488684,C3872322,38,0.5534
4583,4583,33,C1636689,C3263486,16,0.0075
4584,4584,34,C2501330,C3561695,8,0.0331
4585,4585,35,C0608377,C3977034,10,0.208
4586,4586,36,C3958359,C3976301,4225,1
4587,4587,37,C1006515,C3472058,6,0.0559
4588,4588,38,C0259526,C1823865,7,0.0321
4589,4589,39,C1644936,C2505319,6,0.0523
4590,4590,40,C1421770,C2333310,10,0.0389
4591,4591,41,C1894945,C4026598,26,0.0545
4592,4592,42,C2544974,C3603080,8,0.0429
4593,4593,43,C1191681,C3741573,15,0.0268
4594,4594,44,C0497198,C2946864,103,0.3342
4595,4595,45,C3020541,C3798260,4226,1
4596,4596,46,C2412148,C3347444,13,0.0447
4597,4597,47,C1548654,C3369772,12,0.3037
4598,4598,48,C1721236,C3095035,25,0.1546
4599,4599,49,C1080962,C3549070,6,0.026
4600,4600,50,C1335215,C1577540,86,0.5088
4601,4601,51,C0033727,C1602610,33,0.0046
4602,4602,52,C0526348,C1176776,32,0.1828
4603,4603,53,C0038594,C2610392,16,0.1809
4604,4604,54,C3337551,C3892966,8,0.0612
4605,4605,55,C1034362,C3746390,10,0.0304
4606,4606,56,C1678819,C1909715,73,0.3393
4607,4607,57,C2797710,C3099756,16,0.0412
4608,4608,58,C0598548,C1077675,5,0.0662
4609,4609,59,C0964565,C3969247,19,0.3974
4610,4610,60,C3017655,C3753895,21,0.0522
4611,4611,61,C1086006,C3242812,13,0.0451
4612,4612,62,C1499034,C1538319,10,0.0372
4613,4613,63,C0707603,C1649183,9,0.0197
4614,4614,64,C0398048,C2674804,35,0.3917
4615,4615,65,C0482948,C3996340,25,0.1232
4616,4616,66,C3906570,C3949939,83,0.4939
4617,4617,67,C0054278,C1182356,8,0.0386
4618,4618,68,C0121751,C2303813,1,0
4619,4619,69,C0957527,C1258252,1225,1
4620,4620,0,C3134847,C3733581,2,0.0364
4621,4621,1,C0160830,C1386407,8,0.0541
4622,4622,2,C0271689,C3407977,1,0
4623,4623,3,C1228203,C3660833,12,0.0198
4624,4624,4,C0490486,C1723114,18,0.1734
4625,4625,5,C0055183,C2336434,15,0.1024
4626,4626,6,C1039074,C1655542,4225,0.9988
4627,4627,7,C0823805,C1460132,9,0.0281
4628,4628,8,C0914250,C1127697,11,0
4629,4629,9,C0890721,C3632640,15,0.0491
4630,4630,10,C1991466,C3620665,0,0.0816
4631,4631,11,C1556384,C4004267,15,0.1281
4632,4632,12,C1664197,C3964454,7,0.0468
4633,4633,13,C1013913,C3749540,16,0.0979
4634,4634,14,C1048373,C3655844,3,0
4635,4635,15,C1669179,C3466386,21,0.83
4636,4636,16,C0357005,C3381251,17,0.0063
4637,4637,17,C1180056,C3107522,2,0
4638,4638,18,C0634697,C2936449,127,0.1764
4639,4639,19,C1316904,C2339094,25,0.2337
4640,4640,20,C1974822,C3616581,6,0.1117
4641,4641,21,C0681345,C3997531,15,0.032
4642,4642,22,C0988236,C2655777,15,0.0342
4643,4643,23,C1541192,C3741275,1,0.1649
4644,4644,24,C0764442,C2553633,13,0.0891
4645,4645,25,C1890296,C3085311,3,0
4646,4646,26,C1592668,C2625208,4,0
4647,4647,27,C0264716,C2572242,25,0.0666
4648,4648,28,C0364266,C1041210,13,0.112
4649,4649,29,C1586482,C3080082,10,0
4650,4650,30,C1701888,C3732588,14,0.2112
4651,4651,31,C2621638,C3384707,14,0.7049
4652,4652,32,C3431036,C3766111,4225,0.9995
4653,4653,33,C0965523,C2677046,10,0.1572
4654,4654,34,C3927318,C4015858,19,0.064
4655,4655,35,C0645542,C3822292,89,0.231
4656,4656,36,C3051031,C3807699,14,0.1141
4657,4657,37,C0994725,C2757151,38,0.1006
4658,4658,38,C0682663,C3730586,19,0.059
4659,4659,39,C0965022,C1231896,9,0.2108
4660,4660,40,C0131825,C1529726,23,0.0833
4661,4661,41,C1439702,C2998729,1,0
4662,4662,42,C0448890,C3930169,25,0.1102
4663,4663,43,C0162361,C2424002,34,0.2582
4664,4664,44,C0597834,C1737920,15,0.023
4665,4665,45,C1706792,C3922454,19,0.2052
4666,4666,46,C3323402,C3828572,14,0.1135
4667,4667,47,C0376399,C3026266,21,0.2333
4668,4668,48,C2599668,C2761960,14,0
4669,4669,49,C2535721,C2828598,9,0.0892
4670,4670,50,C1098381,C2939557,64,0.3473
4671,4671,51,C3121199,C3381636,15,0.3038
4672,4672,52,C0072134,C3936464,10,0.1872
4673,4673,53,C0128454,C1463019,8,0.0887
4674,4674,54,C1530038,C2945338,8,0.0181
4675,4675,55,C1002979,C3827990,3,0.1713
4676,4676,56,C0083650,C3895764,8,0.0086
4677,4677,57,C0487200,C3411394,15,0.2756
4678,4678,58,C0995445,C1701477,8,0.017
4679,4679,59,C1074740,C3820069,30,0.1443
4680,4680,60,C1627019,C3990766,10,0.0303
4681,4681,61,C1947574,C2001654,9,0.0543
4682,4682,62,C1496397,C1649025,3,0.0629
4683,4683,63,C0056330,C1073636,18,0.0529
4684,4684,64,C0603093,C2809005,13,0.0706
4685,4685,65,C0940857,C3999821,5,0.1243
4686,4686,66,C2762929,C3944000,7,0.018
4687,4687,67,C1488237,C3798143,4225,0.9995
4688,4688,68,C0692440,C1418569,20,0.109
4689,4689,69,C2452301,C2455272,44,0.1972
4690,4690,0,C2392682,C3734939,9,0.068
4691,4691,1,C2935116,C3984043,13,0.0629
4692,4692,2,C1026678,C1544240,20,0.2174
4693,4693,3,C0802864,C3324267,17,0.1257
4694,4694,4,C1512846,C1912295,26,0.2033
4695,4695,5,C1475362,C3154295,21,0.058
4696,4696,6,C1187449,C1874537,10,0.2919
4697,4697,7,C2974168,C3348369,18,0.0431
4698,4698,8,C0649294,C0749769,10,0.0074
4699,4699,9,C2352674,C3350717,1,0.0252
4700,4700,10,C3124997,C4003653,4225,0.9995
4701,4701,11,C3701041,C3924984,15,0
4702,4702,12,C2283119,C3174591,21,0.1791
4703,4703,13,C0260362,C3280274,1600,0.902
4704,4704,14,C2418727,C3122704,8,0.0437
4705,4705,15,C1036718,C1589942,9,0.0708
4706,4706,16,C3625085,C4011459,1,0.0199
4707,4707,17,C3218608,C3227822,1025,0.0374
4708,4708,18,C2717036,C3408464,10,0.0664
4709,4709,19,C1908440,C2388166,5,0.0482
4710,4710,20,C0050640,C1203183,24,0.5057
4711,4711,21,C2472109,C2654345,10,0.0356
4712,4712,22,C1247282,C1559625,38,0
4713,4713,23,C3039313,C3608563,11,0.0317
4714,4714,24,C2469370,C2688325,851,0.9591
4715,4715,25,C2941886,C3100812,6,0.1737
4716,4716,26,C2953868,C3496050,6,0
4717,4717,27,C3068158,C3754369,37,0.86
4718,4718,28,C0767836,C3615922,15,0.1054
4719,4719,29,C1904351,C2365890,8,0.0851
4720,4720,30,C0323180,C2272853,13,0.0268
4721,4721,31,C1978520,C3831251,9,0.0029
4722,4722,32,C1840769,C3282478,10,0
4723,4723,33,C0444777,C1494976,3,0.0248
4724,4724,34,C3070322,C4016293,4,0.1134
4725,4725,35,C1881358,C3793716,40,0.1914
4726,4726,36,C0209135,C2282204,25,0.0923
4727,4727,37,C1916188,C3618729,4225,0.9995
4728,4728,38,C1080288,C1823051,6,0.0539
4729,4729,39,C1917908,C3815476,12,0.0547
4730,4730,40,C0317786,C3940101,14,0.1057
4731,4731,41,C1156049,C2620298,33,0.7253
4732,4732,42,C1278900,C3930213,11,0.0916
4733,4733,43,C1473006,C3383804,10,0.0304
4734,4734,44,C0260063,C2763350,3,0.0371
4735,4735,45,C0747498,C3031503,14,0.0853
4736,4736,46,C1834535,C3448070,13,0.1108
4737,4737,47,C1472755,C1868398,19,0.1037
4738,4738,48,C2436552,C3920113,5,0.0095
4739,4739,49,C2295207,C2393171,10,0.0961
4740,4740,50,C3427421,C3434509,1,0.0328
4741,4741,51,C1718780,C3392331,10,0.0512
4742,4742,52,C2274694,C3550600,1,0.0169
4743,4743,53,C1060219,C3992183,21,0.2108
4744,4744,54,C0940594,C1569158,15,0.1385
4745,4745,55,C2309628,C2759186,24,0.2784
4746,4746,56,C1561839,C3995948,2,0.1433
4747,4747,57,C3092266,C3558966,14,0.0389
4748,4748,58,C2269130,C2654057,7,0.018
4749,4749,59,C2768147,C4043659,10,0.1412
4750,4750,60,C1818949,C2810825,5,0.0917
4751,4751,61,C2333765,C3118811,6,0
4752,4752,62,C1012367,C3061686,2,0.0586
4753,4753,63,C2479181,C2611890,19,0.0729
4754,4754,64,C2000233,C3095555,12,0.2648
4755,4755,65,C1649426,C3048830,3,0.0373
4756,4756,66,C0996817,C3592998,15,0.3981
4757,4757,67,C1907256,C3065691,16,0.0382
4758,4758,68,C0802074,C2298775,1,0.0513
4759,4759,69,C1873070,C3562616,8,0.0281
4760,4760,0,C3034328,C3531267,5,0.1379
4761,4761,1,C1570449,C3402033,21,0.2658
4762,4762,2,C3122665,C3331717,17,0.0613
4763,4763,3,C2469020,C2485656,851,0.9545
4764,4764,4,C1930353,C2499270,6,0.0783
4765,4765,5,C3776691,C3949001,1,0.0328
4766,4766,6,C0084369,C1129419,16,0.0066
4767,4767,7,C2313169,C2342429,12,0
4768,4768,8,C0995295,C2343628,7,0.0955
4769,4769,9,C1207623,C2432329,5,0.0101
4770,4770,10,C1667699,C3599069,21,0.1437
4771,4771,11,C0504503,C1308128,18,0.075
4772,4772,12,C0189586,C0488490,68,0.0439
4773,4773,13,C2604526,C3048046,29,0.1399
4774,4774,14,C1474192,C2346852,17,0.0676
4775,4775,15,C1018175,C1874926,4,0.14
4776,4776,16,C2979368,C3746898,16,0.1034
4777,4777,17,C0793294,C1086746,26,0.0236
4778,4778,18,C0206257,C1218637,49,0.2544
4779,4779,19,C2815991,C2931167,1,0.0781
4780,4780,20,C1761573,C2298553,8,0.0661
4781,4781,21,C0455892,C2613121,23,0.0056
4782,4782,22,C0754174,C3759921,20,0.0667
4783,4783,23,C1007961,C3384869,6,0.0389
4784,4784,24,C2635372,C3238857,12,0
4785,4785,25,C2281228,C3972481,2,0.0869
4786,4786,26,C1538626,C1705674,1300,0.2676
4787,4787,27,C2731239,C3543697,18,0.4447
4788,4788,28,C2451814,C3577733,7,0.1712
4789,4789,29,C3276379,C3905736,25,0.0865
4790,4790,30,C0797834,C1423368,15,0.0979
4791,4791,31,C1196739,C3018971,7,0.0179
4792,4792,32,C0719108,C1680232,18,0.1616
4793,4793,33,C1665435,C2822711,25,0.9302
4794,4794,34,C0552332,C3825665,3,0
4795,4795,35,C0960915,C1120222,24,0.035
4796,4796,36,C2686027,C2984209,29,0.1906
4797,4797,37,C1566795,C3097932,8,0.0401
4798,4798,38,C2382441,C3871847,7,0
4799,4799,39,C1930291,C3995661,3,0.0341
4800,4800,40,C2780151,C3354627,1089,0.9991
4801,4801,41,C0671393,C2354560,1228,0.5224
4802,4802,42,C3378700,C3475955,2,0
4803,4803,43,C0851886,C2499617,55,0.4745
4804,4804,44,C0039850,C3928163,20,0.4315
4805,4805,45,C0648440,C2990431,5,0.0656
4806,4806,46,C3413410,C3942726,21,0.0522
4807,4807,47,C0485987,C3899370,62,0.2043
4808,4808,48,C0708796,C4013176,22,0.0522
4809,4809,49,C1026408,C2543296,10,0.1993
4810,4810,50,C1571387,C2999576,17,0.0378
4811,4811,51,C3179586,C3374826,15,0.1044
4812,4812,52,C2560478,C3032860,6,0.0418
4813,4813,53,C1048520,C3159069,80,0.0897
4814,4814,54,C0363418,C2625903,11,0.0674
4815,4815,55,C0386175,C1149233,78,0.2058
4816,4816,56,C0300582,C3568001,15,0.1306
4817,4817,57,C0814129,C1199153,20,0.2049
4818,4818,58,C1860787,C2781067,65,0.1131
4819,4819,59,C0736512,C2336840,11,0.1012
4820,4820,60,C3409527,C3438938,1,0.0326
4821,4821,61,C0501936,C2949476,16,0
4822,4822,62,C0679633,C3586677,22,0.1362
4823,4823,63,C0968321,C3779963,1,0.1274
4824,4824,64,C1207887,C3399688,12,0.0276
4825,4825,65,C0956284,C3953478,4,0
4826,4826,66,C1665668,C2436246,10,0.1202
4827,4827,67,C2400101,C3558529,7,0.1086
4828,4828,68,C2575738,C2987163,28,0.1199
4829,4829,69,C1224620,C1867344,16,0.0275
4830,4830,0,C0033016,C1637222,56,0.4264
4831,4831,1,C1048065,C1705073,18,0.7475
4832,4832,2,C0997709,C1044813,10,0.0304
4833,4833,3,C1068430,C1233546,23,0.1637
4834,4834,4,C1927056,C3471013,10,0.0445
4835,4835,5,C0751071,C3858711,75,0.1911
4836,4836,6,C2726917,C3058199,3,0
4837,4837,7,C0771339,C3641035,25,0.0979
4838,4838,8,C0651865,C2404158,7,0.0165
4839,4839,9,C2539017,C3843695,11,0.5834
4840,4840,10,C0792140,C3594088,15,0
4841,4841,11,C1148455,C2496500,42,0.6602
4842,4842,12,C1924484,C3973474,6,0.1215
4843,4843,13,C3870812,C4020786,15,0.0543
4844,4844,14,C1188954,C2638732,24,0.9885
4845,4845,15,C2447849,C2809424,14,0.0228
4846,4846,16,C1742145,C3003221,29,0.0344
4847,4847,17,C2568749,C2980756,4,0
4848,4848,18,C2476460,C2558797,850,0.9395
4849,4849,19,C0391577,C0821266,21,0.252
4850,4850,20,C1884525,C2352989,6,0.0308
4851,4851,21,C1447086,C3072525,25,0.1164
4852,4852,22,C0678943,C1463234,0,0
4853,4853,23,C1536419,C2637791,19,0.109
4854,4854,24,C2574957,C3787348,8,0.1632
4855,4855,25,C2720169,C3389614,29,0.1639
4856,4856,26,C2685383,C3082005,6,0.0488
4857,4857,27,C0506263,C2309397,4,0.2984
4858,4858,28,C1943632,C3371818,10,0.2387
4859,4859,29,C2567476,C3610620,8,0.1457
4860,4860,30,C1538565,C3886102,107,0.1549
4861,4861,31,C0491280,C2418450,25,0.3788
4862,4862,32,C0596096,C0606656,55,0.2091
4863,4863,33,C1977010,C2762373,26,0.2222
4864,4864,34,C2508789,C3739504,5,0.0486
4865,4865,35,C0066835,C3572181,26,0.1956
4866,4866,36,C0085104,C1674745,24,0.1401
4867,4867,37,C0797305,C1578112,69,0.0713
4868,4868,38,C2329018,C3019521,7,0.2479
4869,4869,39,C1242014,C1719176,10,0.0345
4870,4870,40,C2269242,C3095152,4225,0.9995
4871,4871,41,C0550762,C3778203,14,0.1226
4872,4872,42,C2453012,C2539603,842,0.5651
4873,4873,43,C1648435,C1871733,23,0.0581
4874,4874,44,C2927370,C3339519,18,0.0046
4875,4875,45,C1217214,C3716278,7,0.018
4876,4876,46,C1677128,C2334631,6,0.1162
4877,4877,47,C1523465,C3792550,11,0.0359
4878,4878,48,C2308008,C3821339,24,0.0407
4879,4879,49,C2789994,C2974104,1,0
4880,4880,50,C0056249,C2561999,25,0.0631
4881,4881,51,C2984609,C3848018,65,0.1212
4882,4882,52,C1644178,C2743607,8,0.0942
4883,4883,53,C0738720,C3412103,12,0.4305
4884,4884,54,C1004506,C3440667,7,0.0179
4885,4885,55,C0751837,C3353388,45,0.383
4886,4886,56,C2572121,C3983322,5,0.0627
4887,4887,57,C3800404,C3895875,1,0
4888,4888,58,C1384220,C3269544,72,0.8471
4889,4889,59,C1558327,C3169197,11,0.038
4890,4890,60,C2509488,C3398040,5,0.0471
4891,4891,61,C0929098,C3001239,4,0
4892,4892,62,C2346180,C3472032,26,0.2346
4893,4893,63,C2800587,C3739557,37,0.8742
4894,4894,64,C1502311,C2754258,35,0.3052
4895,4895,65,C1892298,C3116849,14,0.0712
4896,4896,66,C0014532,C0552565,26,0.3442
4897,4897,67,C1543324,C3721153,22,0.0192
4898,4898,68,C2278643,C2812256,10,0.0304
4899,4899,69,C0974692,C2829992,12,0.0152
4900,4900,0,C1147612,C2810686,21,0.0629
4901,4901,1,C0151243,C3577890,26,0.2262
4902,4902,2,C0723780,C0964518,33,0.3642
4903,4903,3,C1654942,C2503144,7,0.0853
4904,4904,4,C3053077,C3772778,1,0.0824
4905,4905,5,C1170367,C2691696,16,0.0169
4906,4906,6,C2651028,C3063906,1,0.0328
4907,4907,7,C0153113,C3502894,24,0
4908,4908,8,C0679528,C1202504,6,0.0568
4909,4909,9,C1239858,C3240859,1025,0.9321
4910,4910,10,C1904667,C1918041,7,0.0179
4911,4911,11,C1863314,C3809430,1603,0.4146
4912,4912,12,C2981954,C3655706,31,0.1828
4913,4913,13,C0600417,C3367970,70,0.142
4914,4914,14,C0929760,C1240333,6,0.0766
4915,4915,15,C3849136,C3996034,36,0.4858
4916,4916,16,C0109806,C3004129,12,0.0305
4917,4917,17,C1553876,C2270255,5,0
4918,4918,18,C0001175,C3331163,6,0.1477
4919,4919,19,C0255058,C3775823,15,0.1103
4920,4920,20,C0043470,C3067523,29,0.754
4921,4921,21,C0525732,C2529567,18,0.0633
4922,4922,22,C3004033,C3909356,12,0.0317
4923,4923,23,C1463786,C1489676,6,0.1065
4924,4924,24,C2689166,C3979062,5,0.0627
4925,4925,25,C3156522,C3371292,19,0.0503
4926,4926,26,C0245420,C0796968,76,0.1125
4927,4927,27,C0086238,C0940662,29,0.0573
4928,4928,28,C1832412,C2358384,140,0.0807
4929,4929,29,C3750664,C3914224,16,0.0603
4930,4930,30,C0977214,C2410254,20,0.1449
4931,4931,31,C3534394,C3593134,8,0.0504
4932,4932,32,C0057590,C4015637,24,0.3981
4933,4933,33,C0291883,C2288312,0,0
4934,4934,34,C0931917,C2753761,79,0.0716
4935,4935,35,C0036183,C4017807,112,0.0338
4936,4936,36,C3655751,C3818153,19,0.0614
4937,4937,37,C1220667,C3821437,4,0.0278
4938,4938,38,C0483722,C1150449,177,0.1126
4939,4939,39,C0819230,C3121043,12,0.6708
4940,4940,40,C0230147,C1083085,13,0.1089
4941,4941,41,C2495054,C3010207,3,0.0614
4942,4942,42,C1057647,C2581960,3,0.0935
4943,4943,43,C2516036,C3447616,11,0.0536
4944,4944,44,C2809189,C3161408,1,0
4945,4945,45,C0998880,C3076428,3,0.0629
4946,4946,46,C1491691,C3156060,9,0.9792
4947,4947,47,C1349325,C2533005,8,0.0539
4948,4948,48,C2924162,C3626319,1,0
4949,4949,49,C0275795,C2387139,22,0.1461
4950,4950,50,C3482606,C3869779,34,0.2746
4951,4951,51,C1357717,C3605873,10,0
4952,4952,52,C1556098,C3146752,21,0.0081
4953,4953,53,C1885459,C2670368,4,0.0806
4954,4954,54,C0637615,C3789542,10,0.0894
4955,4955,55,C3382545,C3445597,3,0.0629
4956,4956,56,C2657545,C3505816,18,0.3329
4957,4957,57,C0753686,C3087612,7,0.0348
4958,4958,58,C2259317,C3914332,10,0.0912
4959,4959,59,C3014785,C3933699,5,0.071
4960,4960,60,C0864360,C3529581,18,0.0626
4961,4961,61,C3342590,C3770841,7,0.0179
4962,4962,62,C0799710,C1065623,1,0.0641
4963,4963,63,C0797707,C2921295,32,0.1448
4964,4964,64,C1158730,C3147641,34,0.2676
4965,4965,65,C1620041,C2300509,9,0.025
4966,4966,66,C2480431,C2611585,17,0.1406
4967,4967,67,C0022253,C3259646,6,0.095
4968,4968,68,C0079066,C3979177,1,0.0717
4969,4969,69,C0941146,C3372095,2,0.138
4970,4970,0,C3769249,C3897419,9,0.6526
4971,4971,1,C1564024,C1936476,1,0.0391
4972,4972,2,C1168940,C1371044,1030,0.8862
4973,4973,3,C0909744,C2457312,14,0.0344
4974,4974,4,C1840618,C3344501,10,0.049
4975,4975,5,C1954629,C2476958,35,0.1073
4976,4976,6,C0826639,C2341622,10,0.076
4977,4977,7,C0960124,C2566117,7,0.017
4978,4978,8,C0946014,C1740172,12,0.1193
4979,4979,9,C3799683,C4025353,2,0.102
4980,4980,10,C3004108,C3607452,2,0.0869
4981,4981,11,C1685524,C3594015,7,0.018
4982,4982,12,C0190195,C3748428,16,0.0846
4983,4983,13,C2259059,C3551905,6,0.0333
4984,4984,14,C0985907,C1282722,8,0.1358
4985,4985,15,C2216396,C3931081,9,0.0979
4986,4986,16,C0640099,C1506436,41,0.6156
4987,4987,17,C3751012,C3774769,5,0.0245
4988,4988,18,C2359000,C3692504,7,0.1093
4989,4989,19,C2806839,C3720652,26,0.9217
4990,4990,20,C1258914,C3088073,28,0.2036
4991,4991,21,C2793417,C2991063,13,0.0271
4992,4992,22,C1928459,C3927883,2,0.0571
4993,4993,23,C1044897,C2706686,20,0.1686
4994,4994,24,C1314827,C2463380,8,0.0227
4995,4995,25,C0319239,C3736147,12,0.0688
4996,4996,26,C1675819,C3980715,7,0.018
4997,4997,27,C1873735,C2602393,34,0.133
4998,4998,28,C1123881,C3622216,4,0
4999,4999,29,C1437141,C1510845,22,0.0738
5000,5000,30,C1094154,C1360947,13,0.0159
5001,5001,31,C0914039,C2687896,7,0.0167
5002,5002,32,C1221851,C1524463,9,0.0749
5003,5003,33,C0223271,C1971392,5,0.0718
5004,5004,34,C1541375,C1850726,47,0.4702
5005,5005,35,C2329794,C3611795,7,0.3098
5006,5006,36,C0550540,C3241224,31,0.0583
5007,5007,37,C0346057,C3049683,7,0.1197
5008,5008,38,C0865018,C3388859,8,0.4488
5009,5009,39,C3038075,C3316232,1,0.0328
5010,5010,40,C0005957,C3990555,1,0.1511
5011,5011,41,C0493134,C3565695,10,0.1338
